actual_cost,ccg,date,items,quantity,row_id,row_name,setting
1083.25,14L,2017-06-01,160,10884,Y02520,SIMPSON MEDICAL PRACTICE,4
3373.95,14L,2017-06-01,517,32464,Y02591,GTD HEALTHCARE GP SERVICE OOH,2
4121.87,14L,2017-06-01,965,35307,Y02849,CITY HEALTH CENTRE,4
2929.44,14L,2017-06-01,557,27819,Y02890,HAWTHORN MC,4
2828.59,14L,2017-06-01,194,13765,Y02960,NEW BANK HEALTH,4
1.67,14L,2017-06-01,2,32,Y03328,TURNING POINT SMITHFIELD SERVICE,9
4.01,14L,2017-06-01,3,135,Y04084,PAHNT COMMUNITY SERVICES,9
258.8,14L,2017-06-01,6,883,Y04086,MFT ADULT COMMUNITY SERVICES,9
38.68,14L,2017-06-01,14,501,Y04380,CRISIS RESPONSE TEAM,9
730.3,14L,2017-06-01,249,10928,Y04477,PRIMARY CARE MANCHESTER LIMITED,0
304.04,14L,2017-06-01,5,138,Y04584,INTERMEDIATE CARE (THE PEELE),0
496.18,14L,2017-06-01,148,6622,Y04605,SMGPF,9
49.53,14L,2017-06-01,3,671,Y04983,NORTHERN HEALTH HUB 1,0
31.68,14L,2017-06-01,5,291,Y05071,NORTHERN HEALTH GPPO HUB 2,0
13.76,14L,2017-06-01,2,221,Y05072,NORTHERN HEALTH GPPO HUB 4,0
831.16,14L,2017-06-01,187,11027,Y05137,NORTHERN HEALTH GPPO A & E HUB,0
2519.8,14L,2017-07-01,538,26652,P84004,FIVE OAKS FAMILIY PRACTICE,4
345.34,14L,2017-07-01,87,3868,P84005,THE VALLANCE CENTRE,4
2639.8,14L,2017-07-01,298,15448,P84009,AILSA CRAIG MEDICAL CENTRE,4
2118.18,14L,2017-07-01,353,15895,P84010,THE BORCHARDT MEDICAL CENTRE,4
2688.17,14L,2017-07-01,425,19884,P84012,NORTHENDEN GROUP PRACTICE,4
928.32,14L,2017-07-01,267,10564,P84014,RK MEDICAL PRACTICE,4
1225.27,14L,2017-07-01,306,16081,P84016,LEVENSHULME MEDICAL PRACTICE,4
1344.05,14L,2017-07-01,315,12765,P84017,LADYBARN GROUP PRACTICE,4
476.14,14L,2017-07-01,81,2647,P84018,MAULDETH MEDICAL CENTRE,4
3675.02,14L,2017-07-01,542,25448,P84019,VALENTINE MEDICAL CENTRE,4
1667.35,14L,2017-07-01,365,14589,P84020,PEEL HALL MEDICAL CENTRE,4
2350.99,14L,2017-07-01,482,22847,P84021,THE MAPLES MEDICAL CENTRE,4
566.28,14L,2017-07-01,213,7013,P84022,KINGSWAY MEDICAL PRACTICE,4
778.76,14L,2017-07-01,162,7101,P84023,SURREY LODGE PRACTICE,4
3138.44,14L,2017-07-01,541,21125,P84024,BOWLAND MEDICAL PRACTICE,4
1686.55,14L,2017-07-01,425,19376,P84025,ST GEORGE'S MEDICAL CENTRE,4
1114.2,14L,2017-07-01,171,7743,P84026,DICKENSON ROAD MEDICAL CENTRE,4
987.91,14L,2017-07-01,245,11193,P84027,WEST POINT MEDICAL CENTRE,4
1988.86,14L,2017-07-01,511,22285,P84028,GORTON MEDICAL CENTRE,4
4327.63,14L,2017-07-01,739,38612,P84029,BENCHILL MEDICAL PRACTICE,4
2610.22,14L,2017-07-01,463,26194,P84030,NEW COLLEGIATE MEDICAL CENTRE,4
3144.32,14L,2017-07-01,245,11000,P84032,DRS HANIF & BANNURU,4
1231.7,14L,2017-07-01,299,14205,P84033,BEACON MEDICAL CENTRE,4
2962.41,14L,2017-07-01,412,19465,P84034,BARLOW MEDICAL CENTRE,4
2461.36,14L,2017-07-01,500,21163,P84035,BODEY MEDICAL CENTRE,4
1391.83,14L,2017-07-01,232,11863,P84037,DR CUNNINGHAM & PARTNERS,4
3265.52,14L,2017-07-01,388,21024,P84038,ASHVILLE SURGERY,4
1461.85,14L,2017-07-01,230,9912,P84039,THE RANGE MEDICAL CENTRE,4
1893.58,14L,2017-07-01,343,16003,P84040,CONRAN MEDICAL CENTRE,4
2579.24,14L,2017-07-01,334,15741,P84041,CORNERSTONE FAMILY PRACTICE,4
1867.2,14L,2017-07-01,291,12784,P84042,FLORENCE HOUSE MEDICAL PRACTICE,4
2129.22,14L,2017-07-01,375,17223,P84043,CORNISHWAY GROUP PRACTICE,4
2029.78,14L,2017-07-01,260,10236,P84045,THE PARK MEDICAL CENTRE,4
2562.21,14L,2017-07-01,480,25912,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,4
642.41,14L,2017-07-01,135,5198,P84047,DROYLSDEN RD FAMILY PRACTICE,4
1591.08,14L,2017-07-01,367,13739,P84048,TREGENNA GROUP PRACTICE,4
4993.76,14L,2017-07-01,802,37020,P84049,THE AVENUE MEDICAL CENTRE,4
1057.07,14L,2017-07-01,243,11356,P84050,MOUNT ROAD SURGERY,4
1512.62,14L,2017-07-01,224,9259,P84051,EASTLANDS MEDICAL CENTRE,4
1564.13,14L,2017-07-01,315,14899,P84052,WEST GORTON MEDICAL PRACTICE,4
1415.8,14L,2017-07-01,285,13059,P84053,ASHCROFT SURGERY,4
963.88,14L,2017-07-01,349,10377,P84054,WHITLEY ROAD MEDICAL CENTRE,4
786.88,14L,2017-07-01,174,8780,P84055,MERSEYBANK SURGERY,4
704.4,14L,2017-07-01,189,8714,P84056,PRINCESS ROAD SURGERY,4
1631.89,14L,2017-07-01,285,13507,P84059,LIME SQUARE MEDICAL CENTRE,4
1712.31,14L,2017-07-01,284,13222,P84061,BROOKLANDS MEDICAL PRACTICE,4
751.32,14L,2017-07-01,117,4212,P84062,BROOKDALE SURGERY,4
1076.89,14L,2017-07-01,174,7497,P84064,NEW ISLINGTON MEDICAL CENTRE,4
1191.52,14L,2017-07-01,184,10529,P84065,THE SINGH MEDICAL PRACTICE,4
1012.12,14L,2017-07-01,189,9205,P84066,DAVID MEDICAL CENTRE,4
2473.8,14L,2017-07-01,361,18185,P84067,HAZELDENE MEDICAL CENTRE,4
2252.1,14L,2017-07-01,404,16994,P84068,CHORLTON FAMILY PRACTICE,4
1610.68,14L,2017-07-01,282,15715,P84070,NEWTON HEATH MEDICAL CENTRE,4
1310.88,14L,2017-07-01,229,9297,P84071,WILBRAHAM SURGERY,4
2386.58,14L,2017-07-01,509,25318,P84072,THE ROBERT DARBISHIRE PRACTICE,4
1971.71,14L,2017-07-01,352,17490,P84074,WELLFIELD MEDICAL CENTRE,4
331.39,14L,2017-07-01,67,3154,P84605,FERNCLOUGH SURGERY,4
1003.9,14L,2017-07-01,203,9669,P84611,"DR CHIU, KOH AND GAN",4
1349.63,14L,2017-07-01,180,9570,P84616,MANCHESTER MEDICAL,4
114.4,14L,2017-07-01,54,2032,P84623,ALEESHAN MEDICAL CENTRE,4
1129.83,14L,2017-07-01,212,9228,P84626,WILMSLOW ROAD SURGERY,4
1753.36,14L,2017-07-01,251,11313,P84630,THE ARCH MEDICAL PRACTICE,4
981.0,14L,2017-07-01,98,4418,P84631,ARTANE MEDICAL CENTRE,4
839.69,14L,2017-07-01,122,6325,P84635,THE WHITSWOOD PRACTICE,4
968.47,14L,2017-07-01,120,5011,P84637,DR KHAN'S PRACTICE,4
269.74,14L,2017-07-01,64,2462,P84639,FALLOWFIELD MEDICAL CENTRE,4
750.54,14L,2017-07-01,118,6489,P84640,QUEENS MEDICAL CENTRE,4
778.05,14L,2017-07-01,168,9637,P84644,PARKSIDE SURGERY,4
1238.99,14L,2017-07-01,264,11927,P84645,PARK VIEW MEDICAL CENTRE,4
1462.6,14L,2017-07-01,180,8654,P84650,THE ALEXANDRA PRACTICE,4
911.14,14L,2017-07-01,181,8950,P84651,NORTHERN MOOR MEDICAL PRACTICE,4
1808.32,14L,2017-07-01,298,13948,P84652,CORKLAND ROAD MEDICAL PRACTICE,4
2345.78,14L,2017-07-01,201,7603,P84663,THE NEVILLE FAMILY CENTRE,4
311.16,14L,2017-07-01,91,3416,P84665,AL-SHIFA MEDICAL CENTRE,4
1547.78,14L,2017-07-01,253,9903,P84669,CORNBROOK MEDICAL PRACTICE,4
551.42,14L,2017-07-01,147,5080,P84672,WOODLANDS MEDICAL PRACTICE,4
2841.66,14L,2017-07-01,353,12579,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,4
2955.63,14L,2017-07-01,562,24161,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,4
303.37,14L,2017-07-01,64,2820,P84679,WILLOWBANK SURGERY,4
930.02,14L,2017-07-01,116,4930,P84682,BURNAGE HEALTHCARE PRACTICE,4
759.84,14L,2017-07-01,142,5700,P84683,THE DOC'S SURGERY,4
828.59,14L,2017-07-01,129,5861,P84684,JOLLY MEDICAL CENTRE,4
969.91,14L,2017-07-01,173,10370,P84689,LONGSIGHT MEDICAL PRACTICE,4
736.64,14L,2017-07-01,166,5633,P84690,DAM HEAD MEDICAL CENTRE,4
1.3,14L,2017-07-01,1,21,Y00490,VIOLENT PATIENT ENHANCED SERVICE 1,9
2480.83,14L,2017-07-01,641,22169,Y00707,PCEC,1
389.26,14L,2017-07-01,110,3663,Y01695,MP VICTORIA MILL,4
26.52,14L,2017-07-01,11,130,Y02210,INTERMEDIATE CARE,9
14.7,14L,2017-07-01,11,215,Y02211,GORTON PARKS INTERMEDIATE CARE UNIT,9
593.17,14L,2017-07-01,142,6901,Y02325,CHARLESTOWN MD,4
419.63,14L,2017-07-01,54,5976,Y02330,NURSING HOME PROJECT TEAM (SOUTH),14
545.76,14L,2017-07-01,56,4410,Y02520,SIMPSON MEDICAL PRACTICE,4
3351.39,14L,2017-07-01,550,34201,Y02591,GTD HEALTHCARE GP SERVICE OOH,2
4218.84,14L,2017-07-01,999,40707,Y02849,CITY HEALTH CENTRE,4
2587.21,14L,2017-07-01,543,29551,Y02890,HAWTHORN MC,4
1892.94,14L,2017-07-01,226,14109,Y02960,NEW BANK HEALTH,4
5.7,14L,2017-07-01,2,65,Y03328,TURNING POINT SMITHFIELD SERVICE,9
0.81,14L,2017-07-01,1,8,Y04086,MFT ADULT COMMUNITY SERVICES,9
16.6,14L,2017-07-01,4,103,Y04380,CRISIS RESPONSE TEAM,9
691.25,14L,2017-07-01,218,9974,Y04477,PRIMARY CARE MANCHESTER LIMITED,0
8.52,14L,2017-07-01,3,46,Y04584,INTERMEDIATE CARE (THE PEELE),0
633.11,14L,2017-07-01,160,5905,Y04605,SMGPF,9
2.05,14L,2017-07-01,1,28,Y04787,BEACON MEDICAL SERVICES LIMITED,9
3.27,14L,2017-07-01,2,77,Y04983,NORTHERN HEALTH HUB 1,0
12.98,14L,2017-07-01,9,254,Y05071,NORTHERN HEALTH GPPO HUB 2,0
908.07,14L,2017-07-01,154,9942,Y05137,NORTHERN HEALTH GPPO A & E HUB,0
1737.22,14L,2017-08-01,435,18969,P84004,FIVE OAKS FAMILIY PRACTICE,4
368.22,14L,2017-08-01,102,4127,P84005,THE VALLANCE CENTRE,4
1486.68,14L,2017-08-01,235,11308,P84009,AILSA CRAIG MEDICAL CENTRE,4
2159.97,14L,2017-08-01,336,14359,P84010,THE BORCHARDT MEDICAL CENTRE,4
2716.75,14L,2017-08-01,469,17395,P84012,NORTHENDEN GROUP PRACTICE,4
1030.33,14L,2017-08-01,306,10201,P84014,RK MEDICAL PRACTICE,4
1094.51,14L,2017-08-01,307,12984,P84016,LEVENSHULME MEDICAL PRACTICE,4
1216.86,14L,2017-08-01,324,11655,P84017,LADYBARN GROUP PRACTICE,4
581.86,14L,2017-08-01,109,3638,P84018,MAULDETH MEDICAL CENTRE,4
3603.87,14L,2017-08-01,559,24259,P84019,VALENTINE MEDICAL CENTRE,4
2180.04,14L,2017-08-01,427,18876,P84020,PEEL HALL MEDICAL CENTRE,4
1826.46,14L,2017-08-01,400,15434,P84021,THE MAPLES MEDICAL CENTRE,4
664.93,14L,2017-08-01,243,7480,P84022,KINGSWAY MEDICAL PRACTICE,4
477.21,14L,2017-08-01,171,6831,P84023,SURREY LODGE PRACTICE,4
2723.76,14L,2017-08-01,578,20211,P84024,BOWLAND MEDICAL PRACTICE,4
1037.1,14L,2017-08-01,274,13120,P84025,ST GEORGE'S MEDICAL CENTRE,4
798.17,14L,2017-08-01,158,6736,P84026,DICKENSON ROAD MEDICAL CENTRE,4
582.28,14L,2017-08-01,208,7533,P84027,WEST POINT MEDICAL CENTRE,4
2060.39,14L,2017-08-01,515,18736,P84028,GORTON MEDICAL CENTRE,4
3224.61,14L,2017-08-01,701,31504,P84029,BENCHILL MEDICAL PRACTICE,4
2878.77,14L,2017-08-01,468,23217,P84030,NEW COLLEGIATE MEDICAL CENTRE,4
2594.7,14L,2017-08-01,251,10910,P84032,DRS HANIF & BANNURU,4
925.27,14L,2017-08-01,248,7559,P84033,BEACON MEDICAL CENTRE,4
2752.95,14L,2017-08-01,391,17519,P84034,BARLOW MEDICAL CENTRE,4
2102.51,14L,2017-08-01,514,18903,P84035,BODEY MEDICAL CENTRE,4
1109.9,14L,2017-08-01,248,10679,P84037,DR CUNNINGHAM & PARTNERS,4
2014.1,14L,2017-08-01,322,16247,P84038,ASHVILLE SURGERY,4
1155.25,14L,2017-08-01,200,8885,P84039,THE RANGE MEDICAL CENTRE,4
1328.43,14L,2017-08-01,301,12961,P84040,CONRAN MEDICAL CENTRE,4
2288.12,14L,2017-08-01,341,15132,P84041,CORNERSTONE FAMILY PRACTICE,4
1624.6,14L,2017-08-01,334,13719,P84042,FLORENCE HOUSE MEDICAL PRACTICE,4
2113.3,14L,2017-08-01,398,16735,P84043,CORNISHWAY GROUP PRACTICE,4
1907.99,14L,2017-08-01,265,9606,P84045,THE PARK MEDICAL CENTRE,4
2347.06,14L,2017-08-01,501,23610,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,4
1180.49,14L,2017-08-01,228,8235,P84047,DROYLSDEN RD FAMILY PRACTICE,4
1387.55,14L,2017-08-01,336,11005,P84048,TREGENNA GROUP PRACTICE,4
4181.1,14L,2017-08-01,728,27951,P84049,THE AVENUE MEDICAL CENTRE,4
983.81,14L,2017-08-01,244,11905,P84050,MOUNT ROAD SURGERY,4
1602.18,14L,2017-08-01,257,9893,P84051,EASTLANDS MEDICAL CENTRE,4
1399.34,14L,2017-08-01,313,14782,P84052,WEST GORTON MEDICAL PRACTICE,4
1081.23,14L,2017-08-01,292,12660,P84053,ASHCROFT SURGERY,4
1631.72,14L,2017-08-01,364,11740,P84054,WHITLEY ROAD MEDICAL CENTRE,4
651.66,14L,2017-08-01,133,6862,P84055,MERSEYBANK SURGERY,4
796.88,14L,2017-08-01,197,7380,P84056,PRINCESS ROAD SURGERY,4
227.57,14L,2017-08-01,60,2359,P84059,LIME SQUARE MEDICAL CENTRE,4
1887.19,14L,2017-08-01,295,12328,P84061,BROOKLANDS MEDICAL PRACTICE,4
617.03,14L,2017-08-01,124,3816,P84062,BROOKDALE SURGERY,4
582.34,14L,2017-08-01,164,7028,P84064,NEW ISLINGTON MEDICAL CENTRE,4
616.65,14L,2017-08-01,154,6099,P84065,THE SINGH MEDICAL PRACTICE,4
861.31,14L,2017-08-01,180,6737,P84066,DAVID MEDICAL CENTRE,4
1871.34,14L,2017-08-01,313,12633,P84067,HAZELDENE MEDICAL CENTRE,4
1996.95,14L,2017-08-01,375,17121,P84068,CHORLTON FAMILY PRACTICE,4
982.21,14L,2017-08-01,246,10361,P84070,NEWTON HEATH MEDICAL CENTRE,4
903.59,14L,2017-08-01,236,8869,P84071,WILBRAHAM SURGERY,4
2684.8,14L,2017-08-01,526,24787,P84072,THE ROBERT DARBISHIRE PRACTICE,4
1266.81,14L,2017-08-01,272,12738,P84074,WELLFIELD MEDICAL CENTRE,4
361.72,14L,2017-08-01,62,3733,P84605,FERNCLOUGH SURGERY,4
724.94,14L,2017-08-01,182,6358,P84611,"DR CHIU, KOH AND GAN",4
1973.04,14L,2017-08-01,183,7224,P84616,MANCHESTER MEDICAL,4
1.18,14L,2017-08-01,1,21,P84623,ALEESHAN MEDICAL CENTRE,4
708.51,14L,2017-08-01,164,5911,P84626,WILMSLOW ROAD SURGERY,4
1910.12,14L,2017-08-01,249,9543,P84630,THE ARCH MEDICAL PRACTICE,4
681.57,14L,2017-08-01,119,4648,P84631,ARTANE MEDICAL CENTRE,4
566.33,14L,2017-08-01,96,3963,P84635,THE WHITSWOOD PRACTICE,4
1142.45,14L,2017-08-01,135,5881,P84637,DR KHAN'S PRACTICE,4
224.57,14L,2017-08-01,72,2571,P84639,FALLOWFIELD MEDICAL CENTRE,4
1021.87,14L,2017-08-01,157,8515,P84640,QUEENS MEDICAL CENTRE,4
860.28,14L,2017-08-01,161,9223,P84644,PARKSIDE SURGERY,4
1100.64,14L,2017-08-01,257,11526,P84645,PARK VIEW MEDICAL CENTRE,4
1610.79,14L,2017-08-01,223,11498,P84650,THE ALEXANDRA PRACTICE,4
829.02,14L,2017-08-01,172,7813,P84651,NORTHERN MOOR MEDICAL PRACTICE,4
1152.86,14L,2017-08-01,228,9894,P84652,CORKLAND ROAD MEDICAL PRACTICE,4
1175.02,14L,2017-08-01,205,7005,P84663,THE NEVILLE FAMILY CENTRE,4
107.48,14L,2017-08-01,52,1859,P84665,AL-SHIFA MEDICAL CENTRE,4
1626.68,14L,2017-08-01,291,11457,P84669,CORNBROOK MEDICAL PRACTICE,4
433.13,14L,2017-08-01,135,3820,P84672,WOODLANDS MEDICAL PRACTICE,4
1846.28,14L,2017-08-01,359,12379,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,4
2700.43,14L,2017-08-01,547,24595,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,4
214.75,14L,2017-08-01,56,2062,P84679,WILLOWBANK SURGERY,4
705.46,14L,2017-08-01,98,4373,P84682,BURNAGE HEALTHCARE PRACTICE,4
831.85,14L,2017-08-01,178,6249,P84683,THE DOC'S SURGERY,4
481.16,14L,2017-08-01,119,4184,P84684,JOLLY MEDICAL CENTRE,4
589.6,14L,2017-08-01,143,6291,P84689,LONGSIGHT MEDICAL PRACTICE,4
588.34,14L,2017-08-01,149,4938,P84690,DAM HEAD MEDICAL CENTRE,4
2.58,14L,2017-08-01,1,200,P84696,COMMUNITY PAEDIATRICIANS,9
2.52,14L,2017-08-01,2,24,Y00490,VIOLENT PATIENT ENHANCED SERVICE 1,9
2590.08,14L,2017-08-01,590,23247,Y00707,PCEC,1
1.4,14L,2017-08-01,2,18,Y01249,BUCCLEUCH LODGE ICF,0
460.7,14L,2017-08-01,106,4281,Y01695,MP VICTORIA MILL,4
136.66,14L,2017-08-01,17,303,Y02210,INTERMEDIATE CARE,9
64.06,14L,2017-08-01,25,588,Y02211,GORTON PARKS INTERMEDIATE CARE UNIT,9
494.04,14L,2017-08-01,127,4283,Y02325,CHARLESTOWN MD,4
323.56,14L,2017-08-01,57,6518,Y02330,NURSING HOME PROJECT TEAM (SOUTH),14
472.08,14L,2017-08-01,87,4419,Y02520,SIMPSON MEDICAL PRACTICE,4
2764.78,14L,2017-08-01,556,28807,Y02591,GTD HEALTHCARE GP SERVICE OOH,2
3754.71,14L,2017-08-01,989,34322,Y02849,CITY HEALTH CENTRE,4
1966.41,14L,2017-08-01,486,21875,Y02890,HAWTHORN MC,4
784.97,14L,2017-08-01,148,7603,Y02960,NEW BANK HEALTH,4
8.44,14L,2017-08-01,5,134,Y04084,PAHNT COMMUNITY SERVICES,9
25.97,14L,2017-08-01,6,376,Y04086,MFT ADULT COMMUNITY SERVICES,9
453.82,14L,2017-08-01,8,208,Y04380,CRISIS RESPONSE TEAM,9
507.38,14L,2017-08-01,192,7480,Y04477,PRIMARY CARE MANCHESTER LIMITED,0
13.8,14L,2017-08-01,6,126,Y04584,INTERMEDIATE CARE (THE PEELE),0
490.39,14L,2017-08-01,146,5749,Y04605,SMGPF,9
1.87,14L,2017-08-01,1,14,Y04787,BEACON MEDICAL SERVICES LIMITED,9
32.69,14L,2017-08-01,9,445,Y04983,NORTHERN HEALTH HUB 1,0
8.82,14L,2017-08-01,1,140,Y05022,CONTINENCE PRESCRIBING SERVICE,9
16.3,14L,2017-08-01,11,229,Y05071,NORTHERN HEALTH GPPO HUB 2,0
11.17,14L,2017-08-01,3,99,Y05072,NORTHERN HEALTH GPPO HUB 4,0
499.42,14L,2017-08-01,156,6961,Y05137,NORTHERN HEALTH GPPO A & E HUB,0
1715.35,14L,2017-09-01,434,18329,P84004,FIVE OAKS FAMILIY PRACTICE,4
218.28,14L,2017-09-01,75,2903,P84005,THE VALLANCE CENTRE,4
1543.63,14L,2017-09-01,247,11299,P84009,AILSA CRAIG MEDICAL CENTRE,4
2057.92,14L,2017-09-01,342,13384,P84010,THE BORCHARDT MEDICAL CENTRE,4
2281.41,14L,2017-09-01,490,20332,P84012,NORTHENDEN GROUP PRACTICE,4
872.65,14L,2017-09-01,330,13621,P84014,RK MEDICAL PRACTICE,4
1833.98,14L,2017-09-01,328,16514,P84016,LEVENSHULME MEDICAL PRACTICE,4
1750.59,14L,2017-09-01,366,15095,P84017,LADYBARN GROUP PRACTICE,4
755.91,14L,2017-09-01,160,5431,P84018,MAULDETH MEDICAL CENTRE,4
3312.23,14L,2017-09-01,583,22805,P84019,VALENTINE MEDICAL CENTRE,4
2337.88,14L,2017-09-01,438,19010,P84020,PEEL HALL MEDICAL CENTRE,4
2377.36,14L,2017-09-01,453,16709,P84021,THE MAPLES MEDICAL CENTRE,4
753.33,14L,2017-09-01,246,9321,P84022,KINGSWAY MEDICAL PRACTICE,4
786.88,14L,2017-09-01,187,9340,P84023,SURREY LODGE PRACTICE,4
2229.67,14L,2017-09-01,561,20878,P84024,BOWLAND MEDICAL PRACTICE,4
905.9,14L,2017-09-01,249,10637,P84025,ST GEORGE'S MEDICAL CENTRE,4
911.19,14L,2017-09-01,171,7233,P84026,DICKENSON ROAD MEDICAL CENTRE,4
1002.2,14L,2017-09-01,228,9784,P84027,WEST POINT MEDICAL CENTRE,4
1496.7,14L,2017-09-01,473,17499,P84028,GORTON MEDICAL CENTRE,4
3504.57,14L,2017-09-01,777,37465,P84029,BENCHILL MEDICAL PRACTICE,4
2423.0,14L,2017-09-01,538,26879,P84030,NEW COLLEGIATE MEDICAL CENTRE,4
1256.19,14L,2017-09-01,312,11690,P84032,DRS HANIF & BANNURU,4
1230.79,14L,2017-09-01,311,13169,P84033,BEACON MEDICAL CENTRE,4
3243.77,14L,2017-09-01,395,17155,P84034,BARLOW MEDICAL CENTRE,4
2701.7,14L,2017-09-01,649,25451,P84035,BODEY MEDICAL CENTRE,4
912.39,14L,2017-09-01,219,8910,P84037,DR CUNNINGHAM & PARTNERS,4
1984.13,14L,2017-09-01,329,15105,P84038,ASHVILLE SURGERY,4
1240.29,14L,2017-09-01,211,7763,P84039,THE RANGE MEDICAL CENTRE,4
1081.27,14L,2017-09-01,315,12211,P84040,CONRAN MEDICAL CENTRE,4
1931.3,14L,2017-09-01,345,15741,P84041,CORNERSTONE FAMILY PRACTICE,4
2149.65,14L,2017-09-01,338,15230,P84042,FLORENCE HOUSE MEDICAL PRACTICE,4
2454.82,14L,2017-09-01,428,20222,P84043,CORNISHWAY GROUP PRACTICE,4
1682.92,14L,2017-09-01,253,10305,P84045,THE PARK MEDICAL CENTRE,4
2397.61,14L,2017-09-01,462,24975,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,4
1396.31,14L,2017-09-01,276,8832,P84047,DROYLSDEN RD FAMILY PRACTICE,4
1888.32,14L,2017-09-01,396,14855,P84048,TREGENNA GROUP PRACTICE,4
4789.48,14L,2017-09-01,857,33722,P84049,THE AVENUE MEDICAL CENTRE,4
747.6,14L,2017-09-01,225,9791,P84050,MOUNT ROAD SURGERY,4
1111.64,14L,2017-09-01,246,8521,P84051,EASTLANDS MEDICAL CENTRE,4
1475.15,14L,2017-09-01,313,15472,P84052,WEST GORTON MEDICAL PRACTICE,4
1500.75,14L,2017-09-01,334,15903,P84053,ASHCROFT SURGERY,4
1049.8,14L,2017-09-01,358,11327,P84054,WHITLEY ROAD MEDICAL CENTRE,4
1033.16,14L,2017-09-01,161,8822,P84055,MERSEYBANK SURGERY,4
688.19,14L,2017-09-01,185,7849,P84056,PRINCESS ROAD SURGERY,4
193.14,14L,2017-09-01,44,2313,P84059,LIME SQUARE MEDICAL CENTRE,4
1614.34,14L,2017-09-01,282,12080,P84061,BROOKLANDS MEDICAL PRACTICE,4
769.99,14L,2017-09-01,116,5339,P84062,BROOKDALE SURGERY,4
1085.74,14L,2017-09-01,173,7275,P84064,NEW ISLINGTON MEDICAL CENTRE,4
650.69,14L,2017-09-01,155,8324,P84065,THE SINGH MEDICAL PRACTICE,4
965.46,14L,2017-09-01,209,8758,P84066,DAVID MEDICAL CENTRE,4
3081.99,14L,2017-09-01,365,15250,P84067,HAZELDENE MEDICAL CENTRE,4
2258.3,14L,2017-09-01,398,18877,P84068,CHORLTON FAMILY PRACTICE,4
1217.2,14L,2017-09-01,265,12259,P84070,NEWTON HEATH MEDICAL CENTRE,4
945.22,14L,2017-09-01,200,6658,P84071,WILBRAHAM SURGERY,4
2433.61,14L,2017-09-01,485,20546,P84072,THE ROBERT DARBISHIRE PRACTICE,4
2710.66,14L,2017-09-01,346,17462,P84074,WELLFIELD MEDICAL CENTRE,4
450.97,14L,2017-09-01,73,3753,P84605,FERNCLOUGH SURGERY,4
760.97,14L,2017-09-01,209,9209,P84611,"DR CHIU, KOH AND GAN",4
1269.33,14L,2017-09-01,190,7524,P84616,MANCHESTER MEDICAL,4
684.26,14L,2017-09-01,161,7104,P84626,WILMSLOW ROAD SURGERY,4
1760.14,14L,2017-09-01,261,9464,P84630,THE ARCH MEDICAL PRACTICE,4
644.39,14L,2017-09-01,115,5442,P84631,ARTANE MEDICAL CENTRE,4
836.5,14L,2017-09-01,101,4646,P84635,THE WHITSWOOD PRACTICE,4
779.02,14L,2017-09-01,134,6502,P84637,DR KHAN'S PRACTICE,4
250.89,14L,2017-09-01,84,3174,P84639,FALLOWFIELD MEDICAL CENTRE,4
865.49,14L,2017-09-01,141,7562,P84640,QUEENS MEDICAL CENTRE,4
761.48,14L,2017-09-01,160,9086,P84644,PARKSIDE SURGERY,4
1820.83,14L,2017-09-01,329,18640,P84645,PARK VIEW MEDICAL CENTRE,4
1075.21,14L,2017-09-01,150,7320,P84650,THE ALEXANDRA PRACTICE,4
658.56,14L,2017-09-01,188,7748,P84651,NORTHERN MOOR MEDICAL PRACTICE,4
1227.08,14L,2017-09-01,231,9422,P84652,CORKLAND ROAD MEDICAL PRACTICE,4
2119.12,14L,2017-09-01,229,12161,P84663,THE NEVILLE FAMILY CENTRE,4
111.75,14L,2017-09-01,63,2080,P84665,AL-SHIFA MEDICAL CENTRE,4
1137.3,14L,2017-09-01,315,11772,P84669,CORNBROOK MEDICAL PRACTICE,4
597.14,14L,2017-09-01,131,4517,P84672,WOODLANDS MEDICAL PRACTICE,4
2118.06,14L,2017-09-01,338,12340,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,4
2387.26,14L,2017-09-01,555,24159,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,4
365.85,14L,2017-09-01,59,2652,P84679,WILLOWBANK SURGERY,4
889.95,14L,2017-09-01,113,4965,P84682,BURNAGE HEALTHCARE PRACTICE,4
638.27,14L,2017-09-01,136,5192,P84683,THE DOC'S SURGERY,4
557.93,14L,2017-09-01,139,6464,P84684,JOLLY MEDICAL CENTRE,4
651.94,14L,2017-09-01,195,9985,P84689,LONGSIGHT MEDICAL PRACTICE,4
907.19,14L,2017-09-01,158,5527,P84690,DAM HEAD MEDICAL CENTRE,4
1.03,14L,2017-09-01,1,100,P84696,COMMUNITY PAEDIATRICIANS,9
2944.78,14L,2017-09-01,690,26418,Y00707,PCEC,1
539.74,14L,2017-09-01,124,5289,Y01695,MP VICTORIA MILL,4
